Nº UGRHI,UGRHI,MUNICÍPIO,PONTO,"SISTEMA
AQUÍFERO",AMOSTRA,DATA,Sinal,Al total - µg/L,Sinal,Sb Total - µg/L,Sinal,As total - µg/L,Sinal,Ba Total - µg/L,Sinal,Be Total - µg/L,Sinal,Bo total - µg/L,Sinal,Cd Total - µg/L,Sinal,Ca Total - µg/L,Sinal,Pb Total - µg/L,Sinal,Co Total - µg/L,Sinal,Cu Total - µg/L,Sinal,Cr total - µg/L,Sinal,Dureza Total - mg/L,Sinal,Sn Total - µg/L,Sinal,Sr total - µg/L,Sinal,Fe total - µg/L,Sinal,P Total - µg/L,Sinal,Li Total - µg/L,Sinal,Mg total - µg/L,Sinal,Mn total - µg/L,Sinal,Hg total - µg/L,Sinal,Mo total - µg/L,Sinal,Ni total - µg/L,Sinal,K Total - µg/L,Sinal,Ag total - µg/L,Sinal,Se total - µg/L,Sinal,Na total - µg/L,Sinal,Ti total - µg/L,Sinal,U total - µg/L,Sinal,V total - µg/L,Sinal,Zn total - µg/L,Sinal,Cloreto - mg/L,Sinal,Fluoreto - mg/L,Sinal,Sulfato - mg/L,Sinal,Nitrogênio amoniacal - mg/L,Sinal,NKT - mg/L,Sinal,N-Nitrato - mg/L,Sinal,N-Nitrito  - mg/L,Sinal,SDT - mg/L,Sinal,Alcalinidade Bicarbonato - mg/L,Sinal,Alcalinidade Carbonato - mg/L,Sinal,Alcalinidade hidróxido - mg/L,Sinal,Alcalinidade total - mg/L,Sinal,Carbono Orgânico Dissolvido,Sinal,CE - Campo,Sinal,pH - campo,Sinal,Temp água -  °C,Sinal,Temp. ar - °C,"Coli totais 
P/A em 100 mL","E coli
P/A em 100 mL","Bac. Heter
UFC/mL"
8,SAPUCAI/GRANDE,NUPORANGA,SG00213P,Serra Geral,2305444,14/3/2023,=,14.6,=,0.02,<,0.2,=,43,=,0.5,=,2.13,=,0.01,=,13000,<,0.05,=,0.05,=,0.97,=,1.08,=,46.5,<,0.2,=,150,<,2,=,219,=,1.37,=,3400,=,0.23,<,0.1,<,0.03,<,0.2,=,3200,<,0.1,<,0.2,=,3100,<,0.3,<,0.005,=,6.37,=,1.25,=,4,=,0.1,=,2,<,1,<,1,=,2,<,0.05,<,100,=,41.9,=,0,=,0,,NA,<,1,=,106,=,6.83,=,24.8,=,21.1,Presente,Presente,39
8,SAPUCAI/GRANDE,NUPORANGA,SG00213P,Serra Geral,2318285,19/9/2023,<,2,<,0.02,<,0.2,=,45.2,<,0.5,<,2,<,0.01,=,9827,=,0.09,<,0.05,=,1.92,=,1.6,=,36.3,<,0.2,=,120,=,8.59,=,204,=,1.27,=,2869,=,0.45,<,0.1,<,0.03,<,0.2,=,3019,<,0.1,<,0.2,=,2503,<,0.3,<,0.005,=,4.94,=,6.38,=,1,<,0.1,<,0.5,<,1,<,1,=,1,<,0.05,<,100,=,37.4,=,0,=,0,,NA,=,2.2,=,89,=,6.66,=,27.4,=,35.1,Presente,Ausente,13
8,SAPUCAI/GRANDE,PATROCINIO PAULISTA,GU00266P,Guarani,2304636,6/3/2023,=,11.4,<,0.02,=,1.6,<,1,<,0.5,=,4.98,<,0.01,=,24000,=,0.06,<,0.05,=,0.64,=,0.89,=,69.8,<,0.2,=,180,=,32,<,10,=,1,=,2400,=,0.31,<,0.1,=,0.09,<,0.2,=,4500,<,0.1,<,0.2,=,5200,=,3.34,=,0.03,=,2.74,=,0.7,=,2,=,0.1,=,3,<,1,<,1,=,0.04,<,0.05,<,100,=,0,=,0,=,90.3,,NA,=,12.8,=,173,=,7.92,=,27.4,=,24.5,Ausente,Ausente,1
8,SAPUCAI/GRANDE,PATROCINIO PAULISTA,GU00266P,Guarani,2318004,4/9/2023,<,2,<,0.02,=,1.62,<,1,<,0.5,=,4.7,<,0.01,=,21570,<,0.05,<,0.05,=,0.66,=,0.83,=,65.8,<,0.2,=,175,=,2.04,<,10,=,0.93,=,2880,<,0.1,<,0.1,=,0.11,<,0.2,=,4551,<,0.1,<,0.2,=,6047,<,0.3,=,0.03,=,2.55,<,0.5,<,1,<,0.1,=,0.7,<,1,<,1,=,0.09,<,0.05,<,100,=,93.6,=,0,=,0,,NA,=,1.5,=,177,=,7.89,=,28.4,=,32.4,Ausente,Ausente,1
8,SAPUCAI/GRANDE,PEDREGULHO,GU00096P,Guarani,2305542,23/3/2023,=,7.78,<,0.02,<,0.2,=,88,<,0.5,<,2,<,0.01,=,2600,=,0.34,=,0.08,=,3,<,0.2,=,11.4,<,0.2,=,33,=,30.2,=,13.6,=,0.32,=,1200,=,0.39,<,0.1,<,0.03,=,0.52,=,6400,<,0.1,<,0.2,=,1000,=,3.21,<,0.005,=,0.57,=,9,=,2,=,0.1,=,3,<,0.5,<,0.5,=,0.6,<,0.05,<,100,=,17.7,=,0,=,0,,NA,<,1,=,46,=,6.7,=,25,=,31.4,Presente,Ausente,18
8,SAPUCAI/GRANDE,PEDREGULHO,GU00096P,Guarani,2317367,28/9/2023,<,2,<,0.02,<,0.2,=,80.2,<,0.5,<,2,<,0.01,=,2232,=,0.38,=,0.06,=,3.97,<,0.2,=,10.3,<,0.2,=,29.5,=,4.76,=,21.7,=,0.33,=,1154,=,0.11,<,0.1,<,0.03,=,0.47,=,6681,<,0.1,<,0.2,=,996,<,0.3,<,0.005,=,0.41,=,9.6,<,1,<,0.1,=,6,<,1,<,1,=,0.6,<,0.05,<,100,=,16,=,0,=,0,,NA,<,1,=,46,=,6.67,=,26.4,=,32.3,Presente,Ausente,8
8,SAPUCAI/GRANDE,RIBEIRAO CORRENTE,GU00272P,Guarani,2305539,23/3/2023,=,9.13,<,0.02,=,0.29,=,44,<,0.5,<,2,<,0.01,=,7000,=,0.38,<,0.05,=,2.37,=,0.51,=,27.4,<,0.2,=,72,=,41.6,=,150,=,1.16,=,2400,=,0.63,<,0.1,<,0.03,=,0.76,=,4600,<,0.1,<,0.2,=,5000,=,3.27,=,0.03,=,2.64,=,3.64,=,2,=,0.2,=,3,<,0.5,<,0.5,=,0.1,<,0.05,<,100,=,40.2,=,0,=,0,,NA,<,1,=,80,=,6.57,=,28.7,=,29.5,Ausente,Ausente,1
8,SAPUCAI/GRANDE,RIBEIRAO CORRENTE,GU00272P,Guarani,2317369,28/9/2023,<,2,<,0.02,=,0.3,=,46.3,<,0.5,<,2,<,0.01,=,7025,=,1.73,<,0.05,=,16.6,=,0.48,=,28.3,=,0.81,=,74.4,=,20.1,=,160,=,1.19,=,2628,=,0.34,<,0.1,<,0.03,=,1.34,=,4983,<,0.1,<,0.2,=,3751,<,0.3,=,0.03,=,2.49,=,7.49,<,1,=,0.1,=,6,<,1,<,1,=,0.1,<,0.05,<,100,=,41.1,=,0,=,0,,NA,<,1,=,81,=,6.86,=,28.8,=,28.1,Presente,Presente,36
8,SAPUCAI/GRANDE,RIFAINA,PC00358P,Pré-Cambriano/Cristalino,2305544,23/3/2023,=,6.9,<,0.02,=,1.08,=,16,<,0.5,=,4.07,<,0.01,=,33000,<,0.05,<,0.05,<,0.2,=,0.3,=,97.6,<,0.2,=,180,=,23.5,=,62.1,=,3.59,=,3700,=,0.24,<,0.1,<,0.03,<,0.2,=,4500,<,0.1,<,0.2,=,5500,=,2.75,=,0.05,=,2.02,=,1.8,=,2,=,0.1,=,4,<,0.5,<,0.5,=,0.2,<,0.05,=,134,=,114,=,0,=,0,,NA,<,1,=,216,=,7.69,=,26.2,=,30.3,Presente,Ausente,1
8,SAPUCAI/GRANDE,RIFAINA,PC00358P,Pré-Cambriano/Cristalino,2317364,28/9/2023,=,2.04,<,0.02,=,1.11,=,16.1,<,0.5,=,4.08,<,0.01,=,33530,=,0.09,<,0.05,=,1.1,=,0.24,=,100,<,0.2,=,187,=,3.43,=,68.1,=,3.91,=,3988,<,0.1,<,0.1,=,0.03,<,0.2,=,4651,<,0.1,<,0.2,=,5707,<,0.3,=,0.05,=,1.76,=,2.84,<,1,<,0.1,=,5,<,1,<,1,=,0.2,<,0.05,=,196,=,114,=,0,=,0,,NA,<,1,=,219,=,7.67,=,26.8,=,30.9,Presente,Ausente,11
9,MOGI GUAÇU,AGUAS DA PRATA,PC00224P,Pré-Cambriano/Cristalino,2304396,14/3/2023,=,2.7,<,0.02,=,0.52,=,55,<,0.5,<,2,<,0.01,=,10000,<,0.05,<,0.05,=,0.36,=,0.96,=,43.5,<,0.2,=,120,=,4.06,=,199,=,0.64,=,4500,=,0.14,<,0.1,=,3.82,=,0.38,=,2900,<,0.1,<,0.2,=,2600,<,0.3,=,0.01,=,1.59,=,2.22,=,1.2,=,0.2,=,4.8,<,0.1,<,0.5,=,0.38,<,0.02,=,69,=,41,<,3,<,3,,NA,=,2.1,=,102,=,6.6,=,22.8,=,25.4,Ausente,Ausente,1
9,MOGI GUAÇU,AGUAS DA PRATA,PC00224P,Pré-Cambriano/Cristalino,2317828,19/9/2023,<,2,<,0.02,=,0.57,=,56.7,<,0.5,<,2,=,0.01,=,10670,<,0.05,<,0.05,<,0.2,=,1.16,=,48.6,<,0.2,=,138,<,2,=,209,=,0.67,=,5336,<,0.1,<,0.1,=,5.52,=,0.26,=,3219,<,0.1,=,0.21,=,2746,<,0.3,=,0.02,=,1.72,=,1.52,=,1,=,0.21,=,6.2,<,0.5,<,0.5,=,0.5,<,0.02,=,98,=,48,<,3,<,3,,NA,=,1.9,=,116,=,6.6,=,21.9,=,28.2,Ausente,Ausente,68
9,MOGI GUAÇU,AMERICO BRASILIENSE,SG00005P,Serra Geral,2304938,16/3/2023,=,3.77,<,0.02,<,0.2,=,99,<,0.5,=,3.25,<,0.01,=,28000,<,0.05,<,0.05,=,0.52,=,0.79,=,99.1,<,0.2,=,180,=,3.21,=,178,=,2.64,=,7100,<,0.1,<,0.1,<,0.03,<,0.2,=,3800,<,0.1,=,0.67,=,4700,<,0.3,=,0.02,=,7.9,=,4.84,=,8,<,0.1,=,4,<,0.5,<,0.5,=,4,<,0.05,=,158,=,82,=,0,=,0,,NA,<,1,=,219,=,7.04,=,25.6,=,31.2,Presente,Ausente,13
9,MOGI GUAÇU,AMERICO BRASILIENSE,SG00005P,Serra Geral,2317922,18/10/2023,=,2.39,<,0.02,<,0.2,=,95.3,<,0.5,=,3.6,<,0.01,=,27960,=,0.07,<,0.05,=,0.62,=,0.81,=,98.5,<,0.2,=,169,=,3.11,=,177,=,3,=,6977,=,0.1,<,0.1,<,0.03,<,0.2,=,3984,<,0.1,=,1.46,=,5514,<,0.3,=,0.03,=,9.16,=,6.46,=,6,=,0.2,=,1,<,1,<,1,=,5,<,0.05,=,182,=,82.1,=,0,=,0,,NA,<,1,=,220,=,6.92,=,26,=,29.2,Ausente,Ausente,1
9,MOGI GUAÇU,DESCALVADO,GU00296P,Guarani,2305477,21/3/2023,=,4.4,<,0.02,<,0.2,=,45,<,0.5,<,2,<,0.01,=,1600,=,0.18,=,0.62,=,2.65,=,0.78,=,7.54,<,0.2,=,16,<,2,<,10,=,0.34,=,860,=,7.54,<,0.1,<,0.03,=,0.5,=,880,<,0.1,<,0.2,=,780,<,0.3,=,0.02,=,0.41,=,2.86,=,2,<,0.1,=,2,NA,cancelado,<,0.5,=,1,<,0.05,<,100,=,4.4,=,0,=,0,,NA,<,1,=,23,=,5.44,=,23.8,=,27.1,Ausente,Ausente,1
9,MOGI GUAÇU,DESCALVADO,GU00296P,Guarani,2317399,26/9/2023,=,6.17,<,0.02,<,0.2,=,43.2,<,0.5,<,2,<,0.01,=,1483,=,0.12,=,0.6,=,3.17,=,0.62,=,7.19,<,0.2,=,14.4,<,2,<,10,=,0.35,=,847,=,8.6,<,0.1,<,0.03,=,0.55,=,817,<,0.1,<,0.2,=,739,<,0.3,<,0.005,=,0.34,=,3.81,<,1,<,0.1,<,0.5,<,1,<,1,=,0.8,<,0.05,<,100,=,3.14,=,0,=,0,,NA,<,1,=,23,=,5.33,=,23.8,=,32.4,Ausente,Ausente,1
9,MOGI GUAÇU,DESCALVADO,PD00407P,Aquitardo Passa Dois,2305481,21/3/2023,=,2.36,<,0.02,<,0.2,=,6.8,<,0.5,<,2,<,0.01,=,1800,=,1.16,<,0.05,=,19.3,<,0.2,=,5.68,<,0.2,=,24,=,50.6,<,10,=,0.74,=,290,=,2.18,<,0.1,<,0.03,<,0.2,=,320,<,0.1,<,0.2,=,1600,<,0.3,=,0.04,<,0.2,=,14.6,=,2,<,0.1,=,2,NA,cancelado,<,0.5,=,0.3,<,0.05,<,100,=,6.59,=,0,=,0,,NA,<,1,=,19,=,5.82,=,25.3,=,27.5,Ausente,Ausente,3
9,MOGI GUAÇU,DESCALVADO,PD00407P,Aquitardo Passa Dois,2317403,26/9/2023,=,2.52,=,0.02,<,0.2,=,5.77,<,0.5,<,2,<,0.01,=,1419,=,1.66,<,0.05,=,22.7,<,0.2,=,4.73,<,0.2,=,22,=,32.6,<,10,=,0.78,=,289,=,2.56,<,0.1,<,0.03,<,0.2,=,302,<,0.1,<,0.2,=,2163,<,0.3,=,0.03,<,0.2,=,14,<,1,<,0.1,<,0.5,<,1,<,1,=,0.4,<,0.05,<,100,=,6.38,=,0,=,0,,NA,<,1,=,22,=,5.49,=,25.9,=,31.7,Ausente,Ausente,11
9,MOGI GUAÇU,DUMONT,GU00035P,Guarani,2304648,6/3/2023,=,2.58,<,0.02,=,0.55,=,49,<,0.5,<,2,<,0.01,=,27000,<,0.05,<,0.05,=,0.6,=,1.49,=,81,<,0.2,=,72,=,3.41,=,134,=,1.6,=,3300,<,0.1,<,0.1,<,0.03,<,0.2,=,4500,<,0.1,<,0.2,=,2300,<,0.3,<,0.005,=,4.44,=,0.79,=,2,=,0.1,=,2,<,1,<,1,<,0.02,<,0.05,=,108,=,0,=,0,=,84.1,,NA,=,4.1,=,166,=,7.06,=,30.1,=,33,Ausente,Ausente,1
9,MOGI GUAÇU,DUMONT,GU00035P,Guarani,2316794,4/9/2023,<,2,<,0.02,=,0.44,=,25.4,<,0.5,<,2,<,0.01,=,11740,=,0.18,<,0.05,=,3,=,1.02,=,44.3,<,0.2,=,60.9,=,2.91,=,182,=,1.51,=,3635,=,0.15,<,0.1,<,0.03,<,0.2,=,2983,<,0.1,<,0.2,=,2976,<,0.3,<,0.005,=,7.29,=,58.8,<,1,<,0.1,<,0.5,<,1,<,1,=,0.06,<,0.05,<,100,=,59.5,<,20,<,20,=,59.5,=,2,=,112,=,6.63,=,31.1,=,35.1,Ausente,Ausente,28
9,MOGI GUAÇU,GUARIBA,GU00045P,Guarani,2304640,6/3/2023,=,3.69,<,0.02,=,1.18,=,3.3,<,0.5,=,4.31,<,0.01,=,22000,<,0.05,<,0.05,=,0.96,=,2.74,=,64.8,<,0.2,=,130,=,2.13,<,10,=,3.04,=,2400,<,0.1,<,0.1,=,0.04,<,0.2,=,2700,<,0.1,=,0.67,=,4800,<,0.3,=,0.02,=,25.1,=,0.57,=,2,=,0.2,=,3,<,1,<,1,=,0.03,<,0.05,<,100,=,0,=,0,=,80.9,,NA,=,3,=,156,=,7.91,=,33.4,=,36.2,Presente,Ausente,18
9,MOGI GUAÇU,GUARIBA,GU00045P,Guarani,2316792,4/9/2023,<,2,<,0.02,=,1.23,=,4.08,<,0.5,=,4.2,<,0.01,=,19960,<,0.05,<,0.05,=,1.22,=,2.77,=,61.6,<,0.2,=,126,<,2,<,10,=,2.89,=,2866,<,0.1,<,0.1,=,0.04,<,0.2,=,2661,<,0.1,=,0.65,=,5690,<,0.3,=,0.03,=,26.4,=,0.57,<,1,<,0.1,<,0.5,<,1,<,1,=,0.06,<,0.05,<,100,=,85.5,<,20,<,20,=,58.5,=,1.9,=,159,=,7.94,=,33.4,=,36.3,Ausente,Ausente,1
9,MOGI GUAÇU,ITAPIRA,PC00328P,Pré-Cambriano/Cristalino,2304431,21/3/2023,=,2,<,0.02,=,0.2,=,56,<,0.5,<,2,<,0.01,=,27000,=,0.55,<,0.05,=,0.29,=,2.59,=,109,<,0.2,=,130,=,34.9,=,23.9,=,7.92,=,10000,=,0.76,<,0.1,=,0.18,=,0.46,=,2400,<,0.1,<,0.2,=,11000,<,0.3,=,0.54,=,2.51,=,4.73,=,11.8,=,0.12,=,1.8,<,0.1,<,0.5,=,7.1,<,0.02,=,222,=,87,<,3,<,3,,NA,=,1.9,=,277,=,6.8,=,23.9,=,28,Ausente,Ausente,2
9,MOGI GUAÇU,ITAPIRA,PC00328P,Pré-Cambriano/Cristalino,2318065,26/9/2023,=,2.82,<,0.02,<,0.2,=,57.5,<,0.5,<,2,<,0.01,=,27970,=,0.14,<,0.05,=,0.29,=,2.03,=,110,<,0.2,=,140,=,16.7,=,19.7,=,7.78,=,9751,=,6.62,<,0.1,=,0.46,=,0.65,=,2205,<,0.1,<,0.2,=,11680,<,0.3,=,0.94,=,2.22,=,7.3,=,10.9,=,0.18,=,5.4,<,0.5,<,0.5,=,5.51,<,0.02,=,211,=,97,<,3,<,3,,NA,<,1,=,281,=,6.9,=,24.8,=,34,Ausente,Ausente,2
9,MOGI GUAÇU,LINDOIA,PC00181P,Pré-Cambriano/Cristalino,2304430,21/3/2023,=,10.9,=,0.07,=,0.55,=,7.7,<,0.5,=,2.77,<,0.01,=,29000,=,4.16,=,0.42,=,0.23,=,0.93,=,92.6,<,0.2,=,180,=,442,=,28.3,=,21.8,=,4900,=,112,<,0.1,=,4.16,=,0.48,=,2700,<,0.1,<,0.2,=,14000,<,0.3,=,4.16,=,0.38,=,68,=,0.8,=,0.1,=,6.8,<,0.1,<,0.5,=,0.13,<,0.02,=,173,=,110,<,3,<,3,,NA,=,2,=,237,=,7.8,=,25.6,=,28.2,Ausente,Ausente,140
9,MOGI GUAÇU,LINDOIA,PC00181P,Pré-Cambriano/Cristalino,2318066,26/9/2023,=,2.63,=,0.05,=,0.52,=,6.9,<,0.5,=,2.68,<,0.01,=,29650,<,0.05,<,0.05,<,0.2,<,0.2,=,95.3,<,0.2,=,182,=,4.33,=,22.4,=,25.8,=,5164,=,2.73,<,0.1,=,5.81,<,0.2,=,2729,<,0.1,<,0.2,=,13710,<,0.3,=,5.64,=,0.33,=,6.15,=,0.8,=,0.08,=,6.8,<,0.5,<,0.5,=,0.17,<,0.02,=,166,=,117,<,3,<,3,,NA,<,1,=,243,=,7.9,=,25.1,=,35.9,Ausente,Ausente,49
9,MOGI GUAÇU,LUIS ANTONIO,GU00063P,Guarani,2304643,6/3/2023,=,2.87,<,0.02,<,0.2,=,27,<,0.5,<,2,<,0.01,=,2000,=,0.06,=,0.4,=,0.89,<,0.2,=,8.53,<,0.2,=,19,<,2,<,10,=,0.45,=,860,=,1.35,<,0.1,<,0.03,=,0.24,=,650,<,0.1,<,0.2,=,1100,<,0.3,<,0.005,=,0.23,=,4.22,=,3,<,0.1,=,3,<,1,<,1,=,1,<,0.05,<,100,=,0,=,0,=,7.14,,NA,=,3,=,32,=,5.55,=,24.7,=,28.5,Presente,Ausente,14
9,MOGI GUAÇU,LUIS ANTONIO,GU00063P,Guarani,2316790,4/9/2023,<,2,<,0.02,<,0.2,=,29.4,<,0.5,<,2,<,0.01,=,1477,<,0.05,=,0.42,=,1.14,<,0.2,=,7.48,<,0.2,=,16.8,<,2,<,10,=,0.44,=,920,=,1.33,<,0.1,<,0.03,<,0.2,=,626,<,0.1,<,0.2,=,1323,<,0.3,<,0.005,=,0.22,=,1.48,<,1,<,0.1,<,0.5,<,1,<,1,=,1,<,0.05,<,100,<,20,<,20,<,20,<,20,=,1.2,=,26,=,5.78,=,25.1,=,31.7,Ausente,Ausente,1
9,MOGI GUAÇU,MOGI GUACU,TU00386P,Tubarão,2304432,21/3/2023,=,2,<,0.02,=,1.04,=,85,<,0.5,=,7.93,<,0.01,=,20000,<,0.05,<,0.05,<,0.2,=,1.81,=,88.2,<,0.2,=,230,=,8.53,=,21.5,=,5.06,=,9300,=,0.21,<,0.1,=,0.14,<,0.2,=,4600,<,0.1,<,0.2,=,14000,<,0.3,=,0.64,=,11.1,=,3.22,=,0.2,=,0.05,=,0.9,<,0.1,<,0.5,=,0.2,<,0.02,=,157,=,122,<,3,<,3,,NA,=,1.3,=,235,=,8,=,26.2,=,26,Ausente,Ausente,1
9,MOGI GUAÇU,MOGI GUACU,TU00386P,Tubarão,2318064,26/9/2023,=,2.63,<,0.02,=,1.2,=,94.2,<,0.5,=,9.34,<,0.01,=,20000,<,0.05,<,0.05,<,0.2,=,1.91,=,88,<,0.2,=,220,=,9.09,=,24.5,=,6.06,=,9240,=,0.24,<,0.1,=,0.21,<,0.2,=,4601,<,0.1,<,0.2,=,14470,<,0.3,=,0.64,=,10.6,=,2.71,<,0.2,=,0.04,=,1.1,<,0.5,<,0.5,=,0.18,<,0.02,=,150,=,121,<,3,<,3,,NA,<,1,=,235,=,8.1,=,26.6,=,28,Ausente,Ausente,120
9,MOGI GUAÇU,MONTE ALTO,BA00072P,Bauru,2304739,9/3/2023,=,22.2,<,0.02,<,0.2,=,100,<,0.5,<,2,<,0.01,=,17000,=,0.09,<,0.05,=,0.28,=,25.1,=,80.7,<,0.2,=,2800,=,46.1,<,10,=,5.49,=,9300,=,0.49,<,0.1,=,0.04,=,0.51,=,1100,<,0.1,<,0.2,=,14000,<,0.3,=,1.39,=,14.1,=,17.8,=,3,=,0.3,=,3,<,0.5,<,0.5,=,0.5,<,0.05,=,130,=,79,<,20,<,20,=,98.7,<,1,=,204,=,8.04,=,24.8,=,25.7,Ausente,Ausente,1
9,MOGI GUAÇU,MONTE ALTO,BA00072P,Bauru,2317630,12/9/2023,=,33.9,<,0.02,<,0.2,=,97.1,<,0.5,<,2,<,0.01,=,16170,=,2.3,<,0.05,=,0.44,=,29.2,=,78.6,<,0.2,=,2723,=,175,<,10,=,5.63,=,9285,=,0.86,<,0.1,=,0.05,=,0.42,=,1045,<,0.1,<,0.2,=,13580,=,0.5,=,1.52,=,15,=,38.4,=,1,=,0.2,<,0.5,<,0.2,<,1,=,0.6,<,0.05,=,134,=,116,=,0,=,0,,NA,=,2.6,=,208,=,8.21,=,24.6,=,30.9,Presente,Ausente,58
9,MOGI GUAÇU,PIRASSUNUNGA,TU00267P,Tubarão,2305484,21/3/2023,=,18,<,0.02,=,1.19,=,9.2,<,0.5,=,741,<,0.01,=,1200,=,0.05,<,0.05,<,0.2,<,0.2,=,3.49,<,0.2,=,29,=,6.66,=,10.3,=,35.3,=,120,<,0.1,=,0.13,=,2.94,<,0.2,=,250,<,0.1,<,0.2,=,67000,<,0.3,=,0.04,<,0.2,=,1.7,=,8,=,2,=,20,NA,cancelado,<,0.5,<,0.02,<,0.05,=,194,=,27.2,=,83.4,=,0,,NA,<,1,=,302,=,9.89,=,31.5,=,34.1,Ausente,Ausente,44
9,MOGI GUAÇU,PIRASSUNUNGA,TU00267P,Tubarão,2317402,26/9/2023,=,17.5,<,0.02,=,0.76,=,7.92,<,0.5,=,761,<,0.01,=,967,<,0.05,<,0.05,<,0.2,<,0.2,=,2.41,<,0.2,=,26.3,<,2,<,10,=,36.5,<,100,<,0.1,=,0.21,=,2.63,<,0.2,=,237,<,0.1,<,0.2,=,63270,<,0.3,=,0.01,<,0.2,<,0.5,=,5,=,2,=,15,<,1,<,1,<,0.02,<,0.05,=,224,=,38.6,=,73.4,=,0,,NA,<,1,=,306,=,9.91,=,31.4,=,39.4,Ausente,Ausente,1
9,MOGI GUAÇU,PITANGUEIRAS,SG00101P,Serra Geral,2316938,11/9/2023,<,2,<,0.02,<,0.2,=,25.8,<,0.5,<,2,<,0.01,=,2752,=,0.37,=,0.07,=,6,=,0.22,=,12.3,<,0.2,=,18.7,=,6.41,<,10,=,0.34,=,1308,=,2.06,<,0.1,<,0.03,=,0.49,=,402,<,0.1,<,0.2,=,4024,<,0.3,<,0.005,=,0.33,=,18.6,=,2,<,0.1,<,0.5,<,0.5,<,0.5,=,2,<,0.05,<,100,<,20,<,20,<,20,<,20,=,3,=,47,=,5.72,=,27.9,=,34.2,Ausente,Ausente,22
9,MOGI GUAÇU,RINCAO,GU00115P,Guarani,2304933,16/3/2023,=,2.22,<,0.02,=,0.39,=,24,<,0.5,<,2,<,0.01,=,9500,=,0.14,<,0.05,=,2.44,=,0.69,=,35.2,<,0.2,=,59,<,2,=,207,=,0.79,=,2800,<,0.1,<,0.1,<,0.03,<,0.2,=,2500,<,0.1,<,0.2,=,2100,<,0.3,<,0.005,=,4.36,=,4.86,=,2,=,0.2,=,3,<,0.5,<,0.5,=,0.3,<,0.05,<,100,=,37.2,=,0,=,0,,NA,<,1,=,77,=,6.64,=,25.1,=,30.7,Presente,Ausente,67
9,MOGI GUAÇU,RINCAO,GU00115P,Guarani,2317911,21/9/2023,<,2,<,0.02,=,0.4,=,22.8,<,0.5,<,2,<,0.01,=,8303,=,0.15,<,0.05,=,2.51,=,0.66,=,31.6,<,0.2,=,52.8,=,2.28,=,184,=,0.88,=,2658,<,0.1,<,0.1,<,0.03,<,0.2,=,2471,<,0.1,<,0.2,=,1936,<,0.3,=,0.006,=,4.73,=,2.54,<,1,=,0.1,<,0.5,<,1,<,1,=,0.3,=,0.4,<,100,=,37.7,=,0,=,0,,NA,<,1,=,79,=,6.52,=,27.2,=,35.2,Presente,Ausente,22
9,MOGI GUAÇU,SANTA LUCIA,GU00122P,Guarani,2304935,16/3/2023,=,3.12,<,0.02,=,0.4,=,12,<,0.5,<,2,<,0.01,=,12000,<,0.05,<,0.05,=,0.37,=,0.75,=,49.8,<,0.2,=,70,=,3.36,=,162,=,1.09,=,4800,<,0.1,<,0.1,<,0.03,<,0.2,=,4100,<,0.1,<,0.2,=,3400,<,0.3,=,0.006,=,6.12,=,0.62,=,2,<,0.1,=,3,<,0.5,<,0.5,=,0.03,<,0.05,<,100,=,55.8,=,0,=,0,,NA,<,1,=,111,=,6.61,=,26.6,=,30.1,Ausente,Ausente,1
9,MOGI GUAÇU,SANTA LUCIA,GU00122P,Guarani,2317916,21/9/2023,<,2,<,0.02,=,0.45,=,11.7,<,0.5,<,2,<,0.01,=,10810,<,0.05,<,0.05,=,0.57,=,0.67,=,45.8,<,0.2,=,64.1,<,2,=,158,=,1.13,=,4570,<,0.1,<,0.1,<,0.03,<,0.2,=,4011,<,0.1,<,0.2,=,3206,<,0.3,=,0.007,=,6.33,<,0.5,<,1,=,0.1,<,0.5,<,1,<,1,=,0.07,=,0.2,<,100,=,56.9,=,0,=,0,,NA,<,1,=,114,=,6.58,=,28,=,34.7,Presente,Ausente,16
9,MOGI GUAÇU,SERTAOZINHO,GU00139P,Guarani,2304664,8/3/2023,=,2.2,<,0.02,=,0.63,=,27,<,0.5,=,2.76,<,0.01,=,28000,<,0.05,<,0.05,=,0.35,=,1.2,=,76.9,<,0.2,=,67,=,7.04,=,35.8,=,1.05,=,1700,<,0.1,<,0.1,=,0.03,<,0.2,=,3500,<,0.1,<,0.2,=,2600,<,0.3,<,0.005,=,3.12,=,13.9,=,2,=,0.1,=,2,<,1,<,1,=,0.2,<,0.05,=,114,=,83.4,<,20,<,20,=,83.4,<,1,=,160,=,7.03,=,26.7,=,36.2,Ausente,Ausente,1
9,MOGI GUAÇU,SERTAOZINHO,GU00139P,Guarani,2316932,11/9/2023,<,2,<,0.02,=,0.65,=,26.1,<,0.5,=,2.31,<,0.01,=,26990,<,0.05,<,0.05,=,0.27,=,1.22,=,74.6,<,0.2,=,64.9,=,2.4,=,38.2,=,1.01,=,1749,<,0.1,<,0.1,=,0.03,<,0.2,=,3457,<,0.1,<,0.2,=,2504,<,0.3,=,0.007,=,3.21,=,7.48,<,1,<,0.1,<,0.5,<,0.5,<,0.5,=,0.2,<,0.05,<,100,=,88.7,<,20,<,20,=,88.7,=,2.7,=,162,=,7.04,=,28.1,=,37.3,Ausente,Ausente,1
